Year,Month,Rainfall_mm,Temperature_C,Water_Consumption_MLD,Reservoir_Level_MCM,Population,Water_Availability_MLD,Scarcity_Level
2014,8,151.4,34.3,675.59,263.6,4200231,569.76,Medium
2014,8,166.1,29.2,174.49,313.07,1638329,916.94,Low
2014,8,14.7,30.0,249.72,197.09,1817794,519.93,Low
2014,8,153.9,30.6,608.17,161.45,3922128,317.19,High
2014,9,75.8,28.2,578.66,169.78,4088260,279.87,High
2014,9,103.5,24.7,292.78,263.3,2041791,724.08,Low
2014,9,79.1,29.4,146.4,187.95,1077005,560.85,Low
2014,9,54.9,29.0,761.11,210.46,4003718,299.74,High
2014,9,90.6,28.5,452.01,240.79,2530409,529.53,Medium
2014,9,187.9,29.1,282.98,300.98,1744822,882.35,Low
2014,9,170.2,27.8,165.51,227.85,1432558,641.42,Low
2014,9,128.7,27.5,169.95,230.04,1014194,663.59,Low
2014,9,42.0,27.8,365.24,161.91,2510440,302.79,Medium
2014,9,27.8,30.2,172.97,227.31,1167117,601.88,Low
2014,9,57.1,26.9,312.63,197.04,2366936,412.42,Low
2014,10,70.2,25.7,573.2,223.29,4330193,465.82,Medium
2014,10,11.7,27.9,182.71,213.02,1638000,576.34,Low
2014,10,41.1,27.4,556.55,185.21,4592212,358.91,High
2014,10,15.4,28.3,423.24,175.56,2234823,364.77,Medium
2014,10,38.8,29.0,567.24,181.73,4153556,332.21,High
2014,10,15.4,26.3,616.21,118.65,4511400,170.51,High
2014,10,46.1,28.1,234.5,235.51,1770100,525.41,Low
2014,10,9.9,28.1,520.6,260.83,4074840,558.44,Medium
2014,10,15.7,27.4,166.55,159.03,1145959,464.48,Low
2014,10,7.7,24.9,224.83,180.07,2360885,458.69,Low
2014,10,163.0,30.2,477.48,230.42,3736927,583.37,Low
2014,10,47.8,29.6,393.6,196.5,2687945,391.87,Medium
2014,10,35.3,26.2,275.73,179.95,2439315,439.8,Low
2014,10,10.4,27.1,166.78,141.74,1099273,354.4,Low
2014,10,28.6,26.1,608.53,236.04,4372386,438.01,High
2014,10,28.3,28.6,424.61,152.2,2897773,284.98,High
2014,10,63.7,28.5,564.11,198.94,4282357,364.94,High
2014,10,180.8,31.5,785.15,176.61,4357642,291.4,High
2014,10,17.9,25.1,408.69,230.7,3739480,510.74,Low
2014,10,22.6,27.5,191.14,223.38,1373903,596.4,Low
2014,10,9.1,27.2,534.63,136.41,4051613,184.52,High
2014,11,45.6,25.4,414.11,218.88,3513373,501.83,Low
2014,11,8.0,26.1,122.62,258.82,928377,728.8,Low
2014,11,33.6,23.9,141.45,193.1,1348565,480.93,Low
2014,11,79.5,27.2,370.65,241.43,2714090,604.64,Low
2014,11,82.3,28.8,772.63,159.87,4648089,197.27,High
2014,11,40.1,25.1,102.61,269.22,943874,743.62,Low
2014,11,4.7,25.2,511.77,224.0,3699786,481.86,Medium
2014,11,122.7,26.6,302.01,251.57,1897850,680.34,Low
2014,11,45.6,22.7,283.31,225.71,2186773,584.44,Low
2014,11,45.5,26.0,219.73,221.74,1363493,574.18,Low
2014,11,21.4,27.8,282.13,149.71,2237402,375.15,Low
2014,11,51.8,28.0,239.26,205.06,2271398,464.44,Low
2014,11,7.6,24.8,283.35,197.06,3095626,444.01,Low
2014,12,1.1,23.6,333.42,248.58,2887262,566.26,Low
2014,12,81.5,28.1,456.26,210.86,3892130,481.42,Medium
2014,12,23.0,26.3,445.89,180.1,4563370,330.03,High
2014,12,19.4,24.5,412.07,181.97,4056676,384.63,Medium
2014,12,27.3,27.8,386.26,167.12,2860631,327.64,Medium
2014,12,160.8,23.8,399.93,259.21,3310647,624.96,Low
2014,12,31.4,27.0,296.0,188.4,2209370,505.49,Low
2014,12,89.3,27.7,273.93,207.82,2045223,481.03,Low
2014,12,24.4,24.7,234.88,242.51,1687130,587.86,Low
2014,12,22.7,28.0,324.38,265.27,2015916,620.26,Low
2014,12,83.0,26.4,166.54,278.27,1156920,800.42,Low
2014,12,86.3,28.2,670.89,226.03,4273988,416.0,High
2014,12,59.3,26.5,134.56,171.18,1066351,425.84,Low
2014,12,38.7,26.6,233.6,170.97,1957839,421.82,Low
2014,12,4.3,27.4,234.81,217.74,1821001,544.13,Low
2015,1,99.6,26.5,208.98,207.08,1515027,535.47,Low
2015,1,27.1,25.2,590.29,194.4,4686945,364.45,High
2015,1,60.5,26.6,217.62,217.05,1859573,570.59,Low
2015,1,153.9,26.9,279.66,230.01,1995658,595.41,Low
2015,1,27.3,26.6,426.72,221.0,3341570,494.21,Medium
2015,1,56.5,25.9,500.64,234.04,4272058,461.07,Medium
2015,1,32.9,28.0,223.85,209.19,1638609,511.03,Low
2015,1,23.7,30.9,719.38,201.53,4826189,323.74,High
2015,1,41.9,24.6,518.3,175.87,3570013,359.74,High
2015,1,31.2,28.0,239.72,175.88,1765761,471.92,Low
2015,1,32.7,27.3,613.23,175.06,4000994,305.07,High
2015,1,47.2,24.9,510.01,216.62,4206000,459.76,Medium
2015,1,67.1,27.2,531.8,228.93,4252356,438.26,Medium
2015,1,9.1,25.5,225.43,142.7,2342883,384.64,Low
2015,1,63.0,27.4,485.85,184.03,4188397,393.05,Medium
2015,1,24.5,24.6,468.06,191.89,3729063,352.12,High
2015,2,17.8,27.4,460.78,147.91,3320849,255.23,High
2015,2,16.5,28.0,410.77,195.56,3208575,401.7,Medium
2015,2,39.1,26.2,427.16,243.97,2724519,564.83,Low
2015,2,18.2,28.2,297.66,181.72,1898744,424.71,Low
2015,2,23.2,27.7,320.32,201.5,2181673,508.44,Low
2015,2,108.9,24.9,175.31,239.26,1425066,633.14,Low
2015,2,72.0,28.4,259.89,238.19,1971218,636.05,Low
2015,2,25.8,27.3,236.81,225.43,2141817,655.86,Low
2015,2,15.2,28.9,125.79,240.61,1241586,635.62,Low
2015,2,24.3,30.9,162.52,212.25,1311160,523.8,Low
2015,2,23.1,27.0,446.26,166.89,4105150,294.94,High
2015,2,19.6,26.8,221.82,211.31,1549850,546.37,Low
2015,2,44.2,29.9,143.23,190.18,1069792,518.89,Low
2015,2,49.5,28.4,653.02,188.65,4543750,378.37,High
2015,2,10.4,29.8,590.51,141.75,4751201,268.3,High
2015,2,72.3,25.3,327.88,202.5,2983791,508.52,Low
2015,3,35.7,29.6,548.98,135.96,4300410,193.67,High
2015,3,49.6,27.7,722.72,179.29,4608786,280.54,High
2015,3,88.6,31.7,363.26,185.63,2379488,399.84,Medium
2015,3,20.4,31.3,131.07,240.57,1058293,670.81,Low
2015,3,30.0,32.7,415.28,246.75,2763761,549.29,Low
2015,3,74.3,29.9,320.61,152.3,2022694,337.44,Medium
2015,3,26.8,30.3,207.55,197.8,1641784,398.52,Low
2015,3,30.7,31.8,298.47,212.16,1818795,476.06,Low
2015,3,28.4,31.8,566.76,189.46,3542158,377.47,High
2015,3,79.8,31.1,150.31,280.0,1127644,775.75,Low
2015,3,37.7,32.5,233.58,154.32,1396786,324.34,Low
2015,3,52.4,30.8,408.04,241.14,3169755,645.08,Low
2015,3,148.5,25.0,517.69,229.1,4255647,541.9,Medium
2015,3,16.9,29.7,360.12,176.92,2914931,414.54,Medium
2015,3,54.8,29.6,331.93,210.0,2324804,497.54,Low
2015,4,33.3,33.1,713.72,225.53,4629487,415.14,High
2015,4,70.7,31.3,502.38,253.14,2859595,659.87,Low
2015,4,15.0,31.3,183.31,245.77,1272087,691.06,Low
2015,4,43.5,31.4,264.62,257.44,2120337,656.07,Low
2015,4,17.1,29.0,553.99,159.58,4078030,266.95,High
2015,4,27.3,31.2,293.91,235.15,1783085,499.77,Low
2015,4,13.5,29.5,797.2,130.69,4976684,56.41,High
2015,4,28.2,30.6,437.39,226.53,3633250,510.05,Medium
2015,4,8.2,29.9,578.76,92.16,4003329,108.3,High
2015,4,7.1,33.6,273.5,202.99,1835460,436.55,Low
2015,4,50.2,33.0,407.85,212.98,2546637,492.75,Low
2015,4,79.6,32.8,751.72,161.43,4794851,248.32,High
2015,4,92.5,32.1,605.29,242.65,4567587,510.07,Medium
2015,4,170.9,33.0,542.11,157.22,4016884,261.4,High
2015,4,8.0,35.3,197.47,251.9,1277902,682.29,Low
2015,4,5.7,30.0,657.13,136.69,4682113,205.03,High
2015,4,29.7,34.8,619.21,204.86,3934575,425.79,High
2015,4,86.7,31.8,528.24,199.72,4195404,385.69,High
2015,4,58.3,33.5,135.08,186.69,943234,508.51,Low
2015,4,51.0,28.2,226.93,207.1,2063095,533.6,Low
2015,5,29.9,34.5,549.27,166.62,3491713,335.62,High
2015,5,41.9,35.3,503.58,177.43,2774769,412.21,Medium
2015,5,31.7,35.0,414.93,194.51,3173738,372.68,Medium
2015,5,66.8,34.7,517.82,202.08,3959049,461.81,Medium
2015,5,27.0,28.0,255.73,236.43,1617093,592.15,Low
2015,5,42.7,33.1,148.8,182.28,996477,477.35,Low
2015,5,32.2,33.4,205.74,207.06,1592315,567.57,Low
2015,5,123.6,35.6,720.64,214.2,4515501,432.1,High
2015,5,77.5,33.6,119.46,174.01,1178221,519.19,Low
2015,5,51.1,30.4,637.01,179.07,4481383,289.14,High
2015,5,36.9,36.4,310.81,188.33,2408474,475.87,Low
2015,5,37.1,35.7,729.49,178.48,4490028,264.91,High
2015,5,79.1,34.2,759.39,184.38,4403634,267.68,High
2015,5,43.9,33.8,846.59,102.99,4810389,50.0,High
2015,5,45.3,30.9,576.69,158.99,4271100,233.67,High
2015,5,23.1,36.0,432.3,170.62,3091705,370.68,Medium
2015,5,57.2,34.5,626.12,240.93,3687956,512.99,Medium
2015,5,50.4,31.4,443.42,165.2,3203895,344.56,High
2015,5,83.6,35.9,583.14,190.49,4190760,408.34,High
2015,6,90.2,33.6,240.4,206.49,2042995,605.51,Low
2015,6,175.7,30.7,570.1,200.31,4755705,461.87,Medium
2015,6,104.9,32.2,367.57,228.38,2816491,510.78,Low
2015,6,151.0,32.6,241.22,251.06,1679703,725.69,Low
2015,6,90.2,31.2,299.1,259.33,2199518,674.18,Low
2015,6,72.0,32.5,410.97,211.14,3302581,470.2,Medium
2015,6,120.9,32.2,653.05,165.28,4510164,244.27,High
2015,6,196.7,30.7,167.7,259.24,1289555,766.64,Low
2015,6,53.7,33.0,262.37,218.31,1745030,619.28,Low
2015,6,94.2,29.5,439.63,233.94,3771139,531.62,Low
2015,7,335.8,28.3,289.76,278.43,1542198,815.47,Low
2015,7,124.8,30.6,182.63,279.43,1286865,802.95,Low
2015,7,78.4,32.1,375.42,234.71,2213179,621.62,Low
2015,7,446.4,32.9,381.54,391.08,2636208,1151.6,Low
2015,7,266.2,31.8,184.94,287.47,1287884,924.13,Low
2015,7,187.7,30.2,162.52,232.28,1370668,688.54,Low
2015,7,118.7,31.5,536.5,197.57,3093710,439.29,Medium
2015,7,221.1,30.5,232.5,320.78,1461185,891.5,Low
2015,7,270.8,28.7,250.54,329.61,1624538,929.8,Low
2015,7,182.4,32.0,720.89,232.37,4477834,515.73,High
2015,7,201.2,31.9,153.74,299.17,1369482,874.53,Low
2015,7,199.7,33.0,167.68,260.52,1235481,839.54,Low
2015,7,40.0,31.3,809.11,256.63,4833476,495.24,High
2015,7,45.9,32.6,255.44,243.56,1952204,616.24,Low
2015,7,195.1,34.6,263.57,300.84,1999417,843.75,Low
2015,7,104.9,32.4,485.68,190.01,3546028,390.49,Medium
2015,7,39.0,28.9,403.16,223.46,2390943,533.46,Low
2015,8,190.3,28.5,417.1,247.62,2795907,706.25,Low
2015,8,50.9,31.2,216.3,157.52,1660119,383.94,Low
2015,8,93.7,28.6,431.92,250.83,2658748,638.59,Low
2015,8,101.7,32.0,698.57,240.8,4670925,523.06,High
2015,8,120.9,30.6,112.9,239.05,1133706,670.93,Low
2015,8,304.8,30.6,273.06,332.86,2848394,1036.14,Low
2015,8,214.6,30.9,190.66,259.93,1300163,724.25,Low
2015,8,214.1,27.4,154.28,252.76,1315639,809.88,Low
2015,8,138.3,28.5,225.39,239.95,1796707,676.76,Low
2015,8,70.3,29.0,473.89,239.68,4429176,489.56,Medium
2015,9,50.0,28.3,188.51,221.1,1616368,649.96,Low
2015,9,115.4,27.2,157.66,172.55,1191318,525.9,Low
2015,9,26.9,29.4,223.42,207.99,1935694,531.91,Low
2015,9,82.2,25.7,336.25,195.23,2325102,443.13,Low
2015,9,46.3,25.6,395.75,225.94,2389033,534.7,Low
2015,9,8.7,26.8,104.7,134.07,866909,291.77,Low
2015,9,126.2,27.2,117.66,248.61,895926,683.47,Low
2015,9,55.7,21.0,282.11,189.9,2122497,421.5,Low
2015,9,66.8,27.8,470.43,230.12,4190036,514.79,Medium
2015,9,197.6,29.0,609.24,242.81,4638896,670.24,Medium
2015,9,150.9,24.9,634.78,238.41,4862187,503.1,High
2015,9,43.5,28.9,133.41,185.5,1049937,498.51,Low
2015,9,184.3,25.2,168.38,280.53,1377479,791.08,Low
2015,9,101.7,27.8,742.38,202.18,4883014,365.78,High
2015,9,76.5,30.1,634.84,210.7,4166486,409.15,High
2015,10,46.3,28.1,664.83,142.9,4633339,195.23,High
2015,10,22.7,29.0,321.5,152.87,1939802,346.44,Medium
2015,10,60.2,24.2,398.6,165.77,2936210,315.98,High
2015,10,31.1,26.1,310.73,139.92,2153605,290.17,Medium
2015,10,13.6,27.7,256.18,122.36,1727505,273.37,Medium
2015,10,56.5,30.9,399.43,197.65,3212659,417.6,Medium
2015,10,17.6,26.2,262.58,164.03,1987436,351.93,Low
2015,10,73.3,27.6,416.98,200.26,2749691,499.42,Medium
2015,10,36.9,26.1,435.53,158.86,3644117,290.76,High
2015,10,17.4,28.2,519.36,146.37,3449801,200.38,High
2015,10,15.5,24.4,314.87,191.95,2587705,433.35,Low
2015,10,152.9,26.8,432.2,274.23,2968611,663.53,Low
2015,10,24.6,25.9,558.28,173.66,3868331,328.82,High
2015,10,23.8,27.4,412.99,193.84,2511309,402.47,Medium
2015,10,11.8,26.8,323.88,149.38,2039139,317.35,Medium
2015,10,30.3,28.8,199.44,198.95,1536887,444.35,Low
2015,11,108.0,25.4,569.95,187.56,3984347,401.33,High
2015,11,9.7,30.0,335.13,212.06,2786812,507.22,Low
2015,11,78.6,28.2,618.3,190.93,4146569,368.4,High
2015,11,34.4,24.3,629.58,202.95,4566170,410.49,High
2015,11,55.3,25.9,329.34,249.51,2145488,580.17,Low
2015,11,26.9,29.2,333.17,210.87,2597483,551.44,Low
2015,11,39.8,24.2,577.86,206.59,4474474,382.63,High
2015,11,69.1,26.5,699.12,198.76,4918428,374.35,High
2015,11,89.2,24.0,488.65,255.44,3414282,666.59,Low
2015,11,134.4,27.2,196.64,273.57,1669792,723.21,Low
2015,11,67.4,28.0,191.75,264.98,1310922,721.64,Low
2015,11,8.8,30.5,661.64,153.66,4780536,229.24,High
2015,11,94.2,25.5,488.18,245.62,3461394,620.05,Low
2015,12,42.9,26.4,164.69,186.08,1155250,450.14,Low
2015,12,33.5,25.0,122.46,145.87,963098,386.09,Low
2015,12,65.8,26.0,322.93,207.48,2418293,503.79,Low
2015,12,40.7,25.6,500.69,175.03,3822769,311.21,High
2015,12,60.8,25.3,202.28,224.97,1856473,641.69,Low
2015,12,48.6,25.5,109.34,209.47,975036,593.88,Low
2015,12,24.9,25.4,572.69,200.32,3407557,374.43,High
2015,12,58.2,28.2,195.2,236.86,1154667,674.76,Low
2015,12,57.6,25.8,220.76,229.35,1851342,549.73,Low
2015,12,95.6,24.0,387.85,183.96,3838390,419.5,Medium
2015,12,98.1,25.7,338.97,234.63,2602788,603.57,Low
2015,12,55.7,25.7,220.93,232.23,1565582,552.59,Low
2015,12,50.5,24.3,162.81,263.97,1618981,703.66,Low
2015,12,163.1,25.1,136.47,246.85,1061660,729.02,Low
2015,12,131.8,23.7,350.69,234.3,2176382,597.73,Low
2015,12,87.8,25.1,263.23,257.46,2386174,680.69,Low
2015,12,64.3,28.0,563.29,207.74,4064923,457.47,Medium
2015,12,65.6,24.8,498.12,203.6,4172570,378.36,High
2015,12,27.9,26.7,124.65,233.81,1022830,595.03,Low
2016,1,15.9,26.2,126.22,178.78,1144796,481.43,Low
2016,1,62.4,26.9,670.86,147.61,3732456,233.35,High
2016,1,15.4,25.4,273.67,230.47,1933164,564.61,Low
2016,1,35.8,26.0,824.23,195.77,4866215,280.86,High
2016,1,18.2,25.2,201.18,223.32,1372062,607.19,Low
2016,1,23.1,24.6,419.32,198.77,4078949,422.25,Medium
2016,1,20.4,25.7,428.91,232.2,3684511,507.7,Medium
2016,1,50.7,28.9,409.09,186.93,2890958,372.73,Medium
2016,1,4.7,29.2,576.12,149.07,4389457,235.9,High
2016,1,21.1,23.5,322.56,221.71,3404375,531.15,Low
2016,1,46.1,30.0,166.19,242.71,1227564,703.69,Low
2016,1,80.6,25.3,600.61,192.56,4283133,332.21,High
2016,1,18.6,25.6,482.86,183.36,3707190,327.05,High
2016,1,64.2,25.4,358.4,173.88,2705049,410.26,Medium
2016,1,11.3,28.0,504.94,141.93,3252626,183.69,High
2016,1,50.2,25.1,146.97,196.63,1318881,504.58,Low
2016,2,90.3,26.6,220.42,193.21,1538122,591.55,Low
2016,2,114.3,22.6,394.51,193.25,2933875,496.98,Low
2016,2,15.6,29.7,158.77,250.87,1239494,659.1,Low
2016,2,108.7,24.4,178.47,219.64,1815165,603.77,Low
2016,2,44.8,29.0,655.77,114.48,4209347,140.21,High
2016,2,68.0,28.2,417.94,226.14,3194113,493.94,Medium
2016,2,19.1,27.9,374.48,222.95,3715481,472.87,Low
2016,2,63.5,27.7,517.89,225.95,3635484,512.98,Medium
2016,2,46.4,32.8,134.3,256.83,952643,666.79,Low
2016,2,43.6,31.3,426.37,236.66,2815861,530.54,Low
2016,2,61.4,28.2,402.69,226.37,2882086,555.43,Low
2016,2,36.0,26.6,384.92,157.99,2383621,284.34,High
2016,3,53.6,29.5,399.98,191.5,3203087,454.04,Medium
2016,3,67.6,30.0,219.04,260.24,1695281,714.87,Low
2016,3,54.9,30.7,360.71,158.43,2116435,379.33,Medium
2016,3,63.6,28.5,698.25,190.32,4408770,312.47,High
2016,3,87.1,31.9,349.86,181.75,3098208,468.01,Low
2016,3,15.4,29.2,274.4,212.65,1691032,519.98,Low
2016,3,19.9,29.8,674.66,150.56,4912091,276.2,High
2016,3,46.5,27.0,128.87,231.94,1219771,648.84,Low
2016,3,69.8,30.7,131.27,187.44,951645,460.82,Low
2016,3,33.7,33.6,116.48,250.54,884768,760.86,Low
2016,3,68.8,30.9,405.75,207.65,3260632,496.74,Low
2016,3,104.3,29.5,474.74,207.9,3257019,478.3,Medium
2016,3,34.1,30.8,184.49,228.06,1656077,585.07,Low
2016,3,17.3,30.7,556.56,126.76,4229315,226.28,High
2016,3,27.1,29.4,541.29,158.97,4637194,298.51,High
2016,3,64.9,29.0,405.86,198.16,2733299,452.78,Medium
2016,3,87.6,28.4,158.33,192.75,980634,561.26,Low
2016,3,21.5,30.6,493.24,215.99,3574778,418.56,Medium
2016,4,31.7,32.1,484.41,156.2,4665144,294.71,High
2016,4,65.6,30.5,282.42,198.87,2162385,529.01,Low
2016,4,41.9,33.2,549.17,204.4,4645463,404.71,High
2016,4,7.8,30.4,242.38,195.66,1979934,505.24,Low
2016,4,58.3,30.7,467.17,186.47,3729267,467.56,Medium
2016,4,6.2,29.7,186.76,172.32,1786068,484.48,Low
2016,4,52.2,30.9,378.16,261.52,2716003,586.87,Low
2016,4,89.4,30.4,514.33,210.72,3295578,393.96,High
2016,4,19.5,32.0,329.39,170.0,2575097,359.83,Medium
2016,4,99.8,30.8,272.17,218.88,2100885,518.38,Low
2016,4,5.1,34.1,531.73,127.66,3526925,170.1,High
2016,4,57.1,32.9,152.8,254.05,1050807,700.96,Low
2016,4,99.3,30.1,129.91,212.0,1385144,593.87,Low
2016,4,6.7,33.4,252.7,148.47,1524133,277.06,Medium
2016,4,31.3,30.6,248.6,231.86,1760866,594.22,Low
2016,4,51.8,32.8,399.1,159.11,2986841,314.86,High
2016,4,56.5,30.9,461.33,206.32,2952684,415.64,Medium
2016,5,59.7,31.2,177.71,186.95,1292252,561.49,Low
2016,5,27.7,36.4,226.77,182.65,2206910,452.36,Low
2016,5,105.6,33.6,228.22,224.37,1821284,607.39,Low
2016,5,24.0,32.4,535.59,135.94,3791699,227.53,High
2016,5,61.0,33.8,500.98,221.97,3257145,453.52,Medium
2016,5,15.2,33.1,162.37,244.78,1196097,700.01,Low
2016,5,46.8,36.2,966.64,195.93,5015425,260.6,High
2016,5,81.2,32.9,638.2,193.41,5092279,411.02,High
2016,5,73.4,32.5,502.47,204.48,3907116,393.12,High
2016,5,94.1,29.5,587.55,189.83,4682998,392.43,High
2016,5,133.1,33.3,210.27,205.44,1666558,542.2,Low
2016,5,29.1,36.9,505.11,226.73,3166877,438.99,Medium
2016,5,7.4,32.4,538.02,137.7,4581606,229.77,High
2016,5,26.6,34.4,230.29,204.11,1878497,483.56,Low
2016,5,22.6,35.4,191.54,167.38,1299895,422.07,Low
2016,6,42.9,33.4,531.65,166.41,3130091,381.47,High
2016,6,83.3,33.3,302.26,245.66,2446174,623.09,Low
2016,6,71.2,33.5,293.51,163.93,2150999,380.85,Low
2016,6,24.6,31.7,695.0,170.49,4439429,276.77,High
2016,6,169.4,29.5,165.9,209.09,1020096,586.3,Low
2016,6,214.1,32.5,525.12,274.47,4804602,670.91,Low
2016,6,170.0,28.3,644.63,229.17,4427861,447.56,High
2016,6,105.2,33.4,557.64,260.51,4027454,630.0,Medium
2016,6,233.7,30.5,229.65,239.16,1583786,692.65,Low
2016,6,73.2,31.6,198.02,205.25,1407584,542.67,Low
2016,7,104.8,34.3,134.81,170.38,939254,545.88,Low
2016,7,255.1,32.2,549.09,294.67,3357481,786.84,Low
2016,7,50.0,32.7,754.42,161.45,4751333,199.22,High
2016,7,92.4,31.7,360.63,212.55,2306075,537.17,Low
2016,7,65.0,31.2,520.63,224.82,3328415,527.05,Medium
2016,7,249.0,33.3,437.08,297.87,2148236,773.61,Low
2016,7,139.4,32.1,595.35,261.05,3836571,594.05,Medium
2016,7,63.4,30.0,402.53,179.74,2326105,393.08,Medium
2016,7,94.4,32.2,169.58,284.65,1839543,793.97,Low
2016,7,200.5,31.5,572.2,174.51,3742006,385.05,High
2016,7,86.5,34.1,525.75,191.76,3844524,417.01,High
2016,7,125.5,34.8,133.58,278.83,896555,839.07,Low
2016,7,124.4,34.9,723.86,238.69,4025223,531.92,High
2016,7,82.9,30.5,224.85,242.59,1512360,650.4,Low
2016,7,32.2,32.2,618.23,213.43,3302521,419.42,High
2016,7,30.6,32.4,787.93,159.43,4983786,200.59,High
2016,7,108.6,34.1,298.34,251.56,2796026,654.96,Low
2016,7,212.8,31.1,654.48,260.61,4289118,617.06,Medium
2016,7,170.9,29.8,252.97,255.36,1600248,709.42,Low
2016,7,108.5,30.7,580.02,241.63,3494809,550.57,Medium
2016,7,65.5,29.3,512.75,168.61,3905798,334.0,High
2016,7,107.9,30.8,643.72,255.24,4317843,604.61,Medium
2016,8,87.7,29.9,186.31,224.91,1412624,622.75,Low
2016,8,155.7,27.2,584.77,264.95,4667394,577.61,Medium
2016,8,72.4,29.9,221.38,250.36,1796814,736.46,Low
2016,8,47.4,29.4,518.85,183.46,3711251,387.69,High
2016,8,92.4,32.7,536.99,271.76,3377453,600.48,Medium
2016,8,109.5,30.4,203.87,259.99,1405029,758.29,Low
2016,8,49.4,32.3,318.19,175.26,2072747,402.6,Low
2016,8,73.3,33.6,400.44,179.52,3078529,408.52,Medium
2016,8,77.4,29.2,214.94,218.01,1479650,579.35,Low
2016,8,24.2,27.8,622.82,224.79,4255091,453.53,High
2016,8,82.0,28.1,528.31,235.79,4877287,533.87,Medium
2016,8,169.6,27.9,219.54,308.91,1566886,853.29,Low
2016,8,208.6,30.1,359.66,283.39,3625692,733.38,Low
2016,8,294.3,31.3,500.13,315.09,3287669,830.98,Low
2016,9,92.0,27.1,357.67,243.48,2600900,618.78,Low
2016,9,133.2,28.3,502.25,269.37,3034486,659.58,Low
2016,9,50.5,30.2,372.59,201.68,2225285,445.57,Medium
2016,9,234.1,28.3,557.17,202.89,4455109,452.81,Medium
2016,9,85.0,25.2,618.4,215.67,4241557,385.19,High
2016,9,206.7,26.5,250.39,288.78,2085846,796.55,Low
2016,9,83.3,26.3,226.81,203.46,1537502,493.79,Low
2016,9,128.8,28.5,247.62,250.32,1763714,704.44,Low
2016,9,182.9,28.1,251.95,309.29,2209375,904.43,Low
2016,9,166.5,26.4,402.59,263.32,2890055,679.24,Low
2016,9,36.6,24.1,338.04,223.46,2953451,500.98,Low
2016,9,71.9,29.7,626.4,203.97,4754139,319.6,High
2016,10,20.7,30.0,300.84,223.81,1753814,535.43,Low
2016,10,34.7,28.6,174.7,240.42,1364271,648.83,Low
2016,10,50.8,26.3,445.27,224.23,3297658,547.02,Low
2016,10,62.4,27.8,143.6,183.33,1217097,476.36,Low
2016,10,44.0,24.4,159.24,209.49,953982,520.16,Low
2016,10,36.7,29.8,514.67,210.75,4656677,439.3,Medium
2016,10,70.5,25.2,231.01,145.41,1491114,442.73,Low
2016,10,40.0,25.9,154.12,187.75,1111508,523.28,Low
2016,10,127.2,27.7,147.1,268.41,1333886,815.3,Low
2016,10,27.8,29.6,301.27,200.64,3114901,516.05,Low
2016,10,46.6,28.2,561.3,157.78,3666041,216.31,High
2016,10,103.1,24.1,134.32,179.02,963651,470.33,Low
2016,10,41.3,28.7,470.05,143.91,3058514,287.68,High
2016,10,64.0,28.5,413.13,218.73,2827480,484.19,Medium
2016,10,76.3,27.2,657.24,156.97,4224806,341.3,High
2016,10,41.4,30.1,214.85,210.79,1526655,511.35,Low
2016,10,4.5,27.9,460.23,155.19,4343723,303.56,High
2016,10,62.6,31.0,330.06,221.9,2193471,571.66,Low
2016,10,13.0,31.2,500.41,141.44,3341199,214.36,High
2016,10,32.4,32.6,661.43,234.89,4096764,400.42,High
2016,11,12.3,26.1,186.71,212.24,1852934,539.15,Low
2016,11,92.3,31.4,483.89,252.23,3850108,628.78,Low
2016,11,42.6,23.5,427.31,222.62,2269126,540.17,Low
2016,11,37.7,27.9,216.59,231.55,1402498,629.19,Low
2016,11,27.8,27.4,485.46,218.61,3424131,523.61,Medium
2016,11,130.3,25.0,400.15,179.13,3025761,395.69,Medium
2016,11,44.4,28.9,516.22,148.69,3476216,298.41,High
2016,11,14.9,23.9,263.0,127.53,1605298,260.74,Medium
2016,11,73.9,25.1,318.31,164.62,2379855,431.22,Low
2016,11,38.3,28.2,478.27,221.27,4425426,498.7,Medium
2016,11,51.1,28.4,531.65,192.91,4182691,371.89,High
2016,11,119.7,28.3,382.53,257.04,3080751,592.78,Low
2016,11,20.4,26.7,390.46,212.97,3405032,487.6,Low
2016,11,29.4,25.4,616.63,192.15,4146003,281.38,High
2016,11,66.8,27.3,622.11,224.41,4888369,452.01,High
2016,12,55.2,26.2,607.75,168.84,4439347,246.29,High
2016,12,38.0,24.4,403.65,204.63,2846512,434.21,Medium
2016,12,15.9,23.2,237.4,247.02,2416822,644.7,Low
2016,12,103.9,25.6,311.41,281.17,2085497,787.65,Low
2016,12,32.3,25.0,535.42,174.06,3828268,306.96,High
2016,12,14.9,26.4,662.91,153.35,4293145,244.8,High
2016,12,38.4,25.0,441.75,148.39,3780288,243.7,High
2016,12,38.8,26.7,412.78,223.32,3045854,473.78,Medium
2016,12,63.7,29.4,493.94,166.59,3852416,320.77,High
2016,12,10.6,27.0,365.62,237.03,2594348,603.96,Low
2016,12,55.5,26.9,720.66,200.2,4664374,291.99,High
2016,12,39.1,25.4,483.3,191.13,4504206,399.82,Medium
2016,12,28.5,28.0,676.02,156.23,4614213,182.49,High
2016,12,35.7,29.2,267.11,207.56,1514527,470.41,Low
2017,1,63.4,24.1,172.98,168.74,1256301,436.7,Low
